Sl,Review date,Review URL,Author name,Auther_Len,Author URL,Local Guide,Author reviews,Star rating,Rating Diff,Review content,Review image
152,15-04-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VQYjlocnpXMnRiVmhnRRAB!2m1!1s0x0,Saachi Sinha,12,https://www.google.com/maps/contrib/111453859485347835449/reviews,TRUE,53,5,0,I purchased DP (dhobi pachad) washing machine from here with 10 years warranty. Excellent service jethalal and bagha bhai. I will recommend to my friends and family members to visit your shop.🫡,
153,15-08-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2xkcVFXTmFkRVJJTkZOa2RqRjJURlpyVTNoSFUwRRAB!2m1!1s0x0,Parth Patel,11,https://www.google.com/maps/contrib/118327311486178379747/reviews,FALSE,2,4,1,Me thode din pehle hi Tony company ka tv lene gaya Tha par unke pas stock hi nahi tha. Sayad gada electronic ke Malik ka koi 25 lakh ka fraud ho gaya Hai to stock karne ka paisa nahi hai uske pas.,
154,15-10-2024,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnTUNZdVBiYnlBRRAB!2m1!1s0x0,Megha Jain,10,https://www.google.com/maps/contrib/112852899316394656325/reviews,TRUE,234,5,0,Jethalal ji owner of Gada Electronics is very good and his wife daya ben taught us free garba when we went to buy Red cherry mobile phone after garba there was free rabdi falooda for all customers,
155,15-07-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUNhNDdpZFhBEAE!2m1!1s0x0,Pratik Wankhede,15,https://www.google.com/maps/contrib/118099409857307648597/reviews,TRUE,27,4,1,"Bought Tony TV and Ramsung Tablet. Initially price quoted was high, but then I told the owner I'm Babitaji's friend and then he gave a discount and also was served Falooda ice cream by Natu kaka.",
156,15-08-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUNheDRYWG13RRAB!2m1!1s0x0,Vidit Laijawala,15,https://www.google.com/maps/contrib/109337760842801771598/reviews,TRUE,289,5,0,"Mr. Natwarlal is a very dedicated manager. He makes sure that he checks the coolers himself before delivery. Noticed him testing a new cooler in the godown once, wearing a banyan! Simply amazing!",https://lh3.googleusercontent.com/grass-cs/ANxoTn3hJoRB2-rEdf0u3xRzZE71CazW2Fqb4Tr3B_oX3TLqmF45U0V_2JSiSfCO8AfAdqTTyUnfJz0WPf-t-9riG1XpFjFo9NU1kNOXTEq76f6dlpTKs86AadoXdyT_E2ifzCtYmT36=s188-p-k-rw
157,15-07-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2s1NFlVVndURGxIYlVOTVRqRnJOR1ptVUVwcVdrRRAB!2m1!1s0x0,Aniruddh Sharma,15,https://www.google.com/maps/contrib/113595899159144344673/reviews,FALSE,6,5,0,"I had a great time here, went when they had a scheme ""everything at 20%"" bought a Tony TV, Ramsung washing machine and 500₹ recharge. Had a good time, the manager even offered me mango faluda.",
158,15-04-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSURLMTRxZlh3EAE!2m1!1s0x0,Riya Gupta,10,https://www.google.com/maps/contrib/101433942737157036482/reviews,FALSE,7,5,0,I visited the shop but it was closed because owner's wife was kidnapped by chaddi gang's leader 's brother in law. But I am sure Jetha Lee must have saved her. Hope to visit again...Jai jinendra,
159,15-09-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSURhcUxtbW5RRRAB!2m1!1s0x0,Prashant Baghel,15,https://www.google.com/maps/contrib/107815520044693127996/reviews,FALSE,2,4,1,I was very happy as i was going to the shop having turnover above 1 crore. But i was surprised as bagha and bawri were doing romance in shop and jethalal was eating jalebi fafda in godown. 😤,
160,15-07-2020,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSURLdnZISVFREAE!2m1!1s0x0,Yash Bhatt,10,https://www.google.com/maps/contrib/102748590161417035415/reviews,TRUE,21,5,0,"My first time shopping here. Manager Natu kaka refused to take payment from me, saying he would only take money from my grand kids. So I ended up buying stuff worth1lac INR. Very smart manager.",
161,15-02-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUNpcFpTTUVREAE!2m1!1s0x0,Pratham Shah,12,https://www.google.com/maps/contrib/101794079996121689206/reviews,TRUE,167,5,0,"Best place to buy all electronic items, good customer service, all the staff working there are good and owner himself is very kind person. Do visit this store once if you are in this locality.",https://lh3.googleusercontent.com/grass-cs/ANxoTn2HcHntk12jvgUv2JM7COwIE9W0mK8MmSCgdixp4Kp7hS0ZeFiG3C5Pj3GaP2hXi_cYaXmte-fjjA3E7gjmS-zrjmqGHhPKpSOlEY_LFX2bymohcQvGycEf5hVrIafgkTvLzJO_=s188-p-k-rw
162,15-04-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VMX3M1SnYzeWVLaTVBRRAB!2m1!1s0x0,Pradeep Karwasra,16,https://www.google.com/maps/contrib/112180841556304342385/reviews,FALSE,8,5,0,Maine 2 months pehle Ramsang ka speaker liya tha kaafi accha hai or shop ke owner Jetha lal ji or unke manager ka behaviour accha tha to mein sugest krunga ki aap sab bhi shoping yahi se kare,
163,15-11-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUNHOEw3czd3RRAB!2m1!1s0x0,Vivek Bheda,11,https://www.google.com/maps/contrib/106366052926970896896/reviews,TRUE,12,5,0,Went there to collect chanda on behalf of Vyapari Mandal but Nattu Kaka asked us to keep the collection receipt book on the table as Shetji was not present at the shop. Nice and Polite Staff.,
164,15-12-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSURHZ3FqSGNBEAE!2m1!1s0x0,Alic Charles,12,https://www.google.com/maps/contrib/106485319767406675271/reviews,FALSE,1,5,0,Very nice shop I went here to but an Tony tv but I have short of money then I use a coupon code 'BABITA JI KA DOST HU' then shop owner says 50 percent off I very glad and great experience,
165,15-03-2024,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUNEMk1Mam1nRRAB!2m1!1s0x0,Shravani Valakate,17,https://www.google.com/maps/contrib/111385685714882628927/reviews,FALSE,7,5,0,"Very nice shopThey have introduced new offer and scheme too. Mr jethalal is very polite and kind man , nattu kaka and bagha are also very good. I got best service form gada electronics.",
166,15-11-2022,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSURldnFUZVVREAE!2m1!1s0x0,Knowledge,9,https://www.google.com/maps/contrib/117712760445068427564/reviews,FALSE,4,1,4,Paid review by tmkoc team😡😡🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬,
167,15-03-2022,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUNXdnQtVTN3RRAB!2m1!1s0x0,Prabhat,7,https://www.google.com/maps/contrib/116259696712354240781/reviews,TRUE,114,5,0,Best shop ever famous from the serial tarak Mehta ka ulta chashma. And the real owner is an unbelievable genuine and honest guy. Tip it's located in khar juhu nearest station is bandra.,"https://lh3.googleusercontent.com/grass-cs/ANxoTn2IZ17hzpCYaYtyq3jIMqkV9H1udv2uAnlipIB8H9EsTQLoKwvvaz4YCoCoMSJ2WDVTjSje0vLbHfoJ0JH28GN2Qo5AJrMyhWE8dWylhS3jjb5k1gHOtguYFIjGkD0e8ifMEz3f=s188-p-k-rw, https://lh3.googleusercontent.com/grass-cs/ANxoTn2kSjv6UNPQjyXlitJgLfORxNORAmOoTtZOtM_1PAYiB1aQFy61-na49XHX_COj3ryu2ghoMETAvLQLlh0VuPxNs_bhqbaBaAf8ViZHS0YJ_BYf46qNi1Sw4sHr_2d3L9IhPhxEzA=s188-p-k-rw"
168,15-08-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUNhdDU2YWFREAE!2m1!1s0x0,Parth,5,https://www.google.com/maps/contrib/111537937599628544716/reviews,FALSE,5,5,0,"Very nice,owner of this shop is very nice and comedy and the staff of this shop is very awesome and there service is very nice. Thanks for making my day awesome.Credits: owner and staff",
169,15-09-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUNhdDU3TGV3EAE!2m1!1s0x0,Manorama Salve,14,https://www.google.com/maps/contrib/113836275327769034234/reviews,FALSE,2,5,0,"when i told mr.natwarlal that I'm from his village.he said ' paise dene ki koi jaldi nahi , apse kya paise lena..""even mr. jethalal was so happy while he was looking at mr.natwarlal...",
170,15-12-2024,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnTUNZcXVyZVFREAE!2m1!1s0x0,Ravi Kumar,10,https://www.google.com/maps/contrib/100289630263277072430/reviews,FALSE,7,5,0,Very friendly and descent place to buy and owner mr Jethalal is very kind he gives me tony tv at best rate and service is commendable thanks to bhagha best employee of Gada electronic.,
171,15-01-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnTUNZLW9iSlVBEAE!2m1!1s0x0,Lovish Soni,11,https://www.google.com/maps/contrib/112380464273735266338/reviews,FALSE,5,5,0,The LCD (Le Cum Daam) Tv i just ordered online is like out of the world. The refresh rate of this TV is amazing and it will support ps 10 all games they said. So must purchased thing.,
172,15-08-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT25WWWFUSmxRVlZSWWpjM1NtUnZNMWxzTlRFdGVYYxAB!2m1!1s0x0,Keshav Rathi,12,https://www.google.com/maps/contrib/114951150546674487080/reviews,TRUE,17,5,0,Really great staff bagha and magan missing natu kaka. I had purchased a tv on ganesh utsav and got a coin in my modak so they gave me a free mobile phone. Really good scheme.,
173,07-05-2026,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT21ZMk4wTm5SV3g0YWtOM2MzQkxkblEzU0RkV1FYYxAB!2m1!1s0x0,Ajay Singh Gaikwad,18,https://www.google.com/maps/contrib/113407388300572081763/reviews,TRUE,54,1,4,Now this place is completely changed. No trace of Gada electronics is left here. A complete new shop is there. Do not go if you wanted to see the TMKOC Gada Electronics Shop,
174,15-09-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT21KU1RGaElNSEJhZWpWclRGbGpjMDlMVFhoR1JtYxAB!2m1!1s0x0,Hiya Khan,9,https://www.google.com/maps/contrib/114803695721551658698/reviews,FALSE,1,5,0,"Very reliable and trustworthy shop and the owner of the shop Mr. Jethalal champaklal Gada is very honest, funny and jabarzast person. I highly recommend this shop ☺️💜",
175,15-11-2024,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnTUNZNU9UbmpBRRAB!2m1!1s0x0,Abhinav Kumar,13,https://www.google.com/maps/contrib/112411382584030562093/reviews,TRUE,16,5,0,Had purchased Tony TV from this shop. Jetha Uncle who is the owner of this shop gave good discounts and Bagha made sure the TV is delivered to my address safely and timely.,
176,15-07-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUNhNktqeTJBRRAB!2m1!1s0x0,Muskan,6,https://www.google.com/maps/contrib/114952686497917298248/reviews,FALSE,2,5,0,"Best experience. Went there for recharge. When i gave 100 rs to the owner , he started dancing seeing a number on the note and then gave bigger recharge in small amount.",
177,15-02-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VPTE5ycEhZdG9XSU53EAE!2m1!1s0x0,Prachi Chhabra,14,https://www.google.com/maps/contrib/105401819966266956522/reviews,TRUE,15,5,0,"Jethala gada is a good person. When i went to shop Daya and jethalal were fighting but when Babita came, the things suddenly changed. They then all started doing garba.",
178,15-06-2024,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSURicnRUakR3EAE!2m1!1s0x0,Kuldip Ganvir,13,https://www.google.com/maps/contrib/101601283422068455500/reviews,TRUE,66,5,0,Owner Shekhar Bhai is a Mind-blowing gem of a person and so truly guides for all the electronic items ... You will get a superb before and after sales service here...,
179,15-08-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUNhaF9MWUNnEAE!2m1!1s0x0,Tejas Markande,14,https://www.google.com/maps/contrib/115270350424734823980/reviews,TRUE,9,5,0,"Bought Ramsung phone from the store. Was very happy with the scheme they gave ""Maal aap kharido paise aapke pote se lenge"". Now I don't have to worry about paying.",
180,15-11-2022,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUNldWRxRTBBRRAB!2m1!1s0x0,Farzad Palkhivala,17,https://www.google.com/maps/contrib/110668563199398459800/reviews,TRUE,73,5,0,Gada Electronics is the best company brand and Jethalal sir is the best actor he has to come over to Andheri West the New upcoming Hotels I would like to help him,
181,15-08-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2s1MU5VOTBPV1U1UzJSVWVrUnBMV05OU0RJMU1VRRAB!2m1!1s0x0,Shivakant Pathak,16,https://www.google.com/maps/contrib/109022991365531682036/reviews,FALSE,1,5,0,Jethalal is very good owner.He offered me faluda just as I entered his shop. Also his workers bagha and Natu kaka was very nice with me . Great experience overall,
182,15-01-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnTUNZOXFQOHBRRRAB!2m1!1s0x0,Shravan Misal,13,https://www.google.com/maps/contrib/102953469000026911432/reviews,FALSE,2,5,0,Thank you jetha bhai ♥️♥️ apke Idhr se Tony TV liya tha bohot ache se chal rha he thank you natu kaka for giving me scheme I will pay bill to you grandson,
183,15-08-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2pGT1ozQlRjMHRGU1hSUFVsRnZWV3cyUm5aYVdtYxAB!2m1!1s0x0,Sharat Uchil,12,https://www.google.com/maps/contrib/105256964434065615802/reviews,TRUE,9,5,0,Awesome experience... I told jethalal to give me discount as I'm Babita's friend he gave me 80 percent discount... I will definately visit again... Thanks Jethiya,
184,15-09-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT21jMlpuTmxUbko0VDFkc2NIRTVkVmhrVEhjM1ZtYxAB!2m1!1s0x0,Ansh Kumar,10,https://www.google.com/maps/contrib/101911291568121505056/reviews,TRUE,3,5,0,I bought Red cherry phone from this shop. Mr Jethalal was very kind and professional. Nattu Kaka ordered ice cream faluda for me and Bagha was very nice as well!,
185,15-11-2024,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnTUNZbkwzSVN3EAE!2m1!1s0x0,Ayushi Kumari,13,https://www.google.com/maps/contrib/113731540181254384142/reviews,FALSE,1,5,0,I have bought tony tv from gada electronics and the owner of this shop i.e jethalal champalal gada is very polite and sweet.. everyone should visit his shop....,
186,15-03-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VKdkg0YjZ1OWUzY1lREAE!2m1!1s0x0,Vichal Mohane,13,https://www.google.com/maps/contrib/109349752099328332674/reviews,FALSE,6,5,0,"I would highly recommend this place for your next electronic gadget, the owner is very polite and I am very happy with my purchase of Tony TV and Ramsen Mobile.",
187,15-08-2020,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSURLX3N5U2lBRRAB!2m1!1s0x0,Divij Chopra,12,https://www.google.com/maps/contrib/101337865833871864014/reviews,FALSE,11,5,0,I recently bought DP washing machine. I recieved a gift from them. I opted for scheme LCD (Le Cum Daam). It is very reasonable store. Bhaga is good technician.,
188,15-08-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2t0QlQzQTNSMUZOVld0elFWSTNWakpSYkdKTFVHYxAB!2m1!1s0x0,Godorwhatt,10,https://www.google.com/maps/contrib/108585804684527201184/reviews,FALSE,1,1,4,The owner of gada electronic mr. Jethalal champak lal gada is so kind person I recently buy a ac and tony tv and I would say there after market service I great,
189,15-10-2024,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnTUNZbU5HT3J3RRAB!2m1!1s0x0,Mihir Sachdeva,14,https://www.google.com/maps/contrib/116930066677602898706/reviews,TRUE,14,5,0,"If you want to get free electronics doesn't matter how big or expensive. Just say you're babitaji's friend. I got myself free ramsung fridge, tv and a myphone",
190,15-12-2024,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnTUNZbkl1eHNnRRAB!2m1!1s0x0,Rajesh Tiwary,13,https://www.google.com/maps/contrib/115726626139115960240/reviews,FALSE,2,3,2,"Good shop, value for money but the owner is not very polite and doesn’t respond to the queries if some lady named Babita calls him. Otherwise he’s gentle.",
191,15-08-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT21OZk1uTkROVzh4TFRsWlMyczRkbTB0WW1oQ2VuYxAB!2m1!1s0x0,Pradip Poudel,13,https://www.google.com/maps/contrib/100356470806920320725/reviews,FALSE,3,5,0,Very nice shop and the owner is also good and polite.Old manager was very talented missing him.Bought a washing machine to make lassi and it is working fine.,
192,15-12-2020,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSURLeGEya3hBRRAB!2m1!1s0x0,Coconut Maggie,14,https://www.google.com/maps/contrib/116011551104159555108/reviews,FALSE,1,5,0,"very good shop. jetha bhai was very kind. when i told him that i will inform babita ji about your secret crush, he offered me the ramsen tablet for free. :)",
193,15-05-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUNxOXVEMHh3RRAB!2m1!1s0x0,Shri Prasad,11,https://www.google.com/maps/contrib/112170363153509275182/reviews,FALSE,2,5,0,"When I took 0007 mobile and Ramson mobile from here, I told Jethalal that I am a relative of Babita. Babita sent me and immediately Jethalal deducted amount",
194,15-07-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT25Gc1FWVkRNbUo1VUZZM1JtTnpaV0U1ZVdack1tYxAB!2m1!1s0x0,Shubhashish Das,15,https://www.google.com/maps/contrib/118025957883428764916/reviews,TRUE,9,5,0,"i went to buy one 1500 wala phone, but ended up buying ramsung company tv 56inch. and there i met a girl miss. bawri , who now happened to be my son's mom.",
